Episode,Step,Action,Action_Description,Reward,Reward_Info,Ego_Vehicle_Ops_Value,Ego_Vehicle_Pose,Obstacle_Info,Traffic_Light,Done,Ego_Operation
0,0,127,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,0.1900112871309548,"{'JERK': [0.7000000000000002, 2.3200000000000003, 1.6400000000000001, 2.12, 0.6600000000000001, 1.1], 'TTC': [100000, 100000, 100000, 100000, 100000, 100000], 'collision_speed': 0, 'collision_type': 'None', 'distance': [18.729794, 11.813139, 8.269498, 13.364794, 21.636479, 30.993788], 'collision_probability': [0, 0, 0, 0, 0, 0]}","[{'acceleration': 1.07, 'throttle': 29.16, 'steering_target': 0.05, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.11}, {'acceleration': 1.19, 'throttle': 62.37, 'steering_target': 0.05, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.11}, {'acceleration': 1.54, 'throttle': 70.45, 'steering_target': -0.16, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 0.76}, {'acceleration': 0.94, 'throttle': 41.04, 'steering_target': 0.01, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 1.77}, {'acceleration': 2.1, 'throttle': 94.67, 'steering_target': 0.0, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 1.9}, {'acceleration': 2.83, 'throttle': 100.0, 'steering_target': -0.13, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 2.39}]","[{'vx': -0.02, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -8.11, 'px': 553079.42, 'py': 4182687.92, 'vz': -0.0}, {'vx': -0.0, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.62, 'vy': -0.15, 'px': 553093.05, 'py': 4182687.9, 'vz': -0.25}, {'vx': -0.0, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.53, 'vy': -0.89, 'px': 553092.92, 'py': 4182687.9, 'vz': -0.05}, {'vx': -0.0, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -1.9, 'px': 553092.5, 'py': 4182687.9, 'vz': 0.04}, {'vx': -0.0, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -1.93, 'px': 553092.46, 'py': 4182687.9, 'vz': 0.04}, {'vx': -0.0, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -3.41, 'px': 553091.63, 'py': 4182687.9, 'vz': 0.0}]","[[{'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182694.38, 'x': 553111.16, 'z': 10.91}, 'volume': 2.04, 'type': 'VEHICLE', 'velocity': {'y': -2.36, 'x': 0.86, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182680.13, 'x': 553073.46, 'z': 10.86}, 'volume': 7.72, 'type': 'VEHICLE', 'velocity': {'y': -0.02, 'x': 2.18, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182680.16, 'x': 553074.3, 'z': 10.84}, 'volume': 8.61, 'type': 'VEHICLE', 'velocity': {'y': -0.02, 'x': 2.19, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182760.33, 'x': 553091.29, 'z': 10.86}, 'volume': 0.75, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182680.09, 'x': 553078.57, 'z': 10.83}, 'volume': 9.39, 'type': 'VEHICLE', 'velocity': {'y': -0.02, 'x': 2.22, 'z': 0.0}}], [{'acceleration': {'y': 0.0, 'x': 0.01, 'z': 0.0}, 'position': {'y': 4182680.24, 'x': 553082.05, 'z': 10.82}, 'volume': 7.34, 'type': 'VEHICLE', 'velocity': {'y': -0.02, 'x': 2.24, 'z': 0.0}}], [{'acceleration': {'y': 0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182680.26, 'x': 553087.34, 'z': 10.56}, 'volume': 10.39, 'type': 'VEHICLE', 'velocity': {'y': -0.03, 'x': 2.39, 'z': 0.0}}]]","[3, 3, 3, 3, 3, 3]",False,"['SpeedUp', 'SpeedUp', 'SpeedUp', 'SpeedUp', 'SpeedUp', 'SpeedUp']"
0,1,91,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,0.6003188051587569,"{'JERK': [2.02, 0.18000000000000016, 0.30000000000000004, 10.280000000000001, 8.28, 5.140000000000001], 'TTC': [100000, 2.437668, 1.2097, 0.930034, 100000, 100000], 'collision_speed': 0, 'collision_type': 'None', 'distance': [9.298145, 6.986828, 5.849905, 5.730963, 5.486367, 6.133206], 'collision_probability': [0.27860489734691724, 0, 0.1517011231738, 0.36333040527108235, 0.2145122640376067, 0]}","[{'acceleration': 0.36, 'throttle': 16.83, 'steering_target': -0.5, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.98}, {'acceleration': 0.15, 'throttle': 15.7, 'steering_target': -0.5, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.98}, {'acceleration': -0.08, 'throttle': 0.0, 'steering_target': -0.5, 'brake': 14.5, 'steering_rate': 100.0, 'speed': 8.98}, {'acceleration': 0.93, 'throttle': 25.31, 'steering_target': 1.95, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.52}, {'acceleration': 0.86, 'throttle': 15.7, 'steering_target': 7.31, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.55}, {'acceleration': 0.87, 'throttle': 15.7, 'steering_target': 2.39, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 8.55}]","[{'vx': 0.21, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -8.98, 'px': 553051.08, 'py': 4182687.74, 'vz': 0.0}, {'vx': 0.06, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -8.69, 'px': 553077.08, 'py': 4182687.93, 'vz': 0.0}, {'vx': -0.26, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.56, 'vy': -8.52, 'px': 553074.33, 'py': 4182687.94, 'vz': 0.0}, {'vx': -0.32, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.56, 'vy': -8.54, 'px': 553073.05, 'py': 4182687.97, 'vz': 0.0}, {'vx': -0.31, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.56, 'vy': -8.55, 'px': 553072.79, 'py': 4182687.97, 'vz': 0.0}, {'vx': -0.19, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -8.81, 'px': 553069.75, 'py': 4182688.08, 'vz': 0.0}]","[[{'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182670.18, 'x': 553076.12, 'z': 10.66}, 'volume': 29.64, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182672.39, 'x': 552980.7, 'z': 10.85}, 'volume': 1.58, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182666.34, 'x': 553002.48, 'z': 10.68}, 'volume': 6.32, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}], [{'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182684.2, 'x': 553063.38, 'z': 10.83}, 'volume': 10.11, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182646.01, 'x': 553125.15, 'z': 11.22}, 'volume': 0.55, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182681.7, 'x': 553110.82, 'z': 10.88}, 'volume': 11.06, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182684.45, 'x': 553062.36, 'z': 10.83}, 'volume': 9.51, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182682.28, 'x': 553110.98, 'z': 10.88}, 'volume': 10.9, 'type': 'VEHICLE', 'velocity': {'y': 1.19, 'x': 1.08, 'z': 0.0}}], [{'acceleration': {'y': 0.01, 'x': -0.04, 'z': 0.0}, 'position': {'y': 4182667.57, 'x': 552999.91, 'z': 10.97}, 'volume': 0.86, 'type': 'VEHICLE', 'velocity': {'y': 0.56, 'x': -3.92, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182684.66, 'x': 553061.49, 'z': 10.83}, 'volume': 9.65, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': 1.3, 'x': -0.79, 'z': 0.0}, 'position': {'y': 4182682.75, 'x': 553110.77, 'z': 10.84}, 'volume': 10.19, 'type': 'VEHICLE', 'velocity': {'y': 1.55, 'x': 0.84, 'z': 0.0}}], [{'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182685.24, 'x': 553059.08, 'z': 10.81}, 'volume': 9.81, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': 2.51, 'x': -1.84, 'z': 0.0}, 'position': {'y': 4182683.87, 'x': 553109.98, 'z': 10.83}, 'volume': 8.67, 'type': 'VEHICLE', 'velocity': {'y': 2.35, 'x': 0.19, 'z': 0.0}}]]","[3, 3, 3, 3, 3, 3]",False,"['SpeedUp', 'SpeedUp', 'SpeedCut', 'ChangeLaneToRight', 'ChangeLaneToRight', 'ChangeLaneToRight']"
0,2,34,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,0.9351468972067976,"{'JERK': [3.5999999999999996, 4.48, 3.52, 3.9, 2.44, 2.1], 'TTC': [100000, 100000, 1.006143, 1.537772, 3.186472, 3.129712], 'collision_speed': 0, 'collision_type': 'None', 'distance': [10.110506, 13.972975, 19.274331, 14.927333, 8.909536, 3.925282], 'collision_probability': [0, 0, 0, 0, 0, 0]}","[{'acceleration': 2.02, 'throttle': 61.7, 'steering_target': 0.56, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 2.73}, {'acceleration': 2.54, 'throttle': 45.0, 'steering_target': 0.56, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 2.73}, {'acceleration': 2.94, 'throttle': 45.0, 'steering_target': 0.56, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 2.73}, {'acceleration': 2.84, 'throttle': 45.0, 'steering_target': 1.53, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 2.73}, {'acceleration': 1.04, 'throttle': 27.75, 'steering_target': 0.4, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 3.32}, {'acceleration': 2.39, 'throttle': 60.58, 'steering_target': -0.32, 'brake': 0.0, 'steering_rate': 100.0, 'speed': 3.68}]","[{'vx': 0.0, 'ay': 0.0, 'az': 0.0, 'ax': -0.0, 'pz': 10.56, 'vy': -2.69, 'px': 553055.31, 'py': 4182688.19, 'vz': 0.0}, {'vx': 0.03, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -3.32, 'px': 553054.32, 'py': 4182688.19, 'vz': -0.0}, {'vx': 0.03, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -3.62, 'px': 553053.84, 'py': 4182688.19, 'vz': -0.0}, {'vx': 0.04, 'ay': 0.0, 'az': 0.0, 'ax': 0.0, 'pz': 10.55, 'vy': -3.68, 'px': 553053.73, 'py': 4182688.18, 'vz': -0.0}, {'vx': 0.01, 'ay': 0.0, 'az': 0.0, 'ax': -0.0, 'pz': 10.56, 'vy': -3.02, 'px': 553052.66, 'py': 4182688.18, 'vz': 0.0}, {'vx': 0.01, 'ay': 0.0, 'az': 0.0, 'ax': -0.0, 'pz': 10.56, 'vy': -2.57, 'px': 553052.24, 'py': 4182688.18, 'vz': 0.0}]","[[{'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.1, 'x': 553010.05, 'z': 11.09}, 'volume': 0.96, 'type': 'VEHICLE', 'velocity': {'y': 0.09, 'x': -1.52, 'z': 0.0}}, {'acceleration': {'y': 0.2, 'x': -0.48, 'z': 0.0}, 'position': {'y': 4182666.91, 'x': 552998.91, 'z': 10.9}, 'volume': 0.02, 'type': 'PEDESTRIAN', 'velocity': {'y': 0.02, 'x': -0.62, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': 0.01, 'z': 0.0}, 'position': {'y': 4182670.23, 'x': 553075.94, 'z': 10.66}, 'volume': 25.88, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.01, 'z': 0.0}, 'position': {'y': 4182667.28, 'x': 553001.54, 'z': 10.67}, 'volume': 7.53, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182667.23, 'x': 553001.65, 'z': 10.77}, 'volume': 5.3, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.06, 'x': 553087.49, 'z': 10.56}, 'volume': 9.1, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182670.65, 'x': 553041.24, 'z': 10.75}, 'volume': 0.03, 'type': 'UNKNOWN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182667.3, 'x': 553001.38, 'z': 10.78}, 'volume': 1.89, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182687.83, 'x': 553085.95, 'z': 10.82}, 'volume': 7.06, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.33, 'x': 553042.64, 'z': 10.81}, 'volume': 7.64, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182687.56, 'x': 553083.78, 'z': 10.82}, 'volume': 8.48, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.32, 'x': 553040.23, 'z': 10.82}, 'volume': 4.66, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.09, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182670.67, 'x': 553041.29, 'z': 10.67}, 'volume': 0.03, 'type': 'UNKNOWN', 'velocity': {'y': 0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182687.03, 'x': 553080.97, 'z': 10.84}, 'volume': 8.66, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.36, 'x': 553038.43, 'z': 10.86}, 'volume': 3.07, 'type': 'VEHICLE', 'velocity': {'y': -0.08, 'x': -0.14, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182670.88, 'x': 553054.75, 'z': 10.67}, 'volume': 0.32, 'type': 'PEDESTRIAN', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}, {'acceleration': {'y': 0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182670.19, 'x': 553076.59, 'z': 10.66}, 'volume': 25.82, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': 0.0, 'z': 0.0}}], [{'acceleration': {'y': -0.0, 'x': -0.01, 'z': 0.0}, 'position': {'y': 4182685.86, 'x': 553075.71, 'z': 10.84}, 'volume': 8.79, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182688.42, 'x': 553035.07, 'z': 10.81}, 'volume': 2.52, 'type': 'VEHICLE', 'velocity': {'y': -0.18, 'x': -0.42, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': -0.0, 'z': 0.0}, 'position': {'y': 4182670.37, 'x': 553076.61, 'z': 10.56}, 'volume': 32.77, 'type': 'VEHICLE', 'velocity': {'y': -0.0, 'x': -0.0, 'z': 0.0}}, {'acceleration': {'y': -0.0, 'x': 0.0, 'z': 0.0}, 'position': {'y': 4182667.05, 'x': 553001.17, 'z': 10.66}, 'volume': 5.12, 'type': 'VEHICLE', 'velocity': {'y': 0.0, 'x': -0.0, 'z': 0.0}}]]","[3, 3, 3, 3, 3, 3]",False,"['SpeedUp', 'SpeedUp', 'SpeedUp', 'ChangeLaneToRight', 'SpeedUp', 'SpeedUp']"
